# generator=basin_stab_LSE_honest_AAAI_Nramp.jl  M_TARGET=4.4e+06  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=32  MEM_BUDGET_GB=45.0  generated=2026-06-10T18:00:48.390
alpha,T,N_used,disorder,phi_a,phi_b,q12,phi_max_other
0.200,0.12500,76,31,0.941739,0.940971,0.886353,0.540301
0.200,0.12500,76,32,0.941185,0.935938,0.879363,0.555954
0.200,0.13500,76,1,0.931492,0.937570,0.873179,0.542375
0.200,0.13500,76,2,0.940284,0.937277,0.882797,0.580695
0.200,0.13500,76,3,0.937101,0.930631,0.872891,0.548663
0.200,0.13500,76,4,0.934075,0.940380,0.877855,0.547111
0.200,0.13500,76,5,0.935647,0.936808,0.871504,0.537727
0.200,0.13500,76,6,0.933377,0.936320,0.870518,0.543859
0.200,0.13500,76,7,0.936926,0.937049,0.877283,0.547095
0.200,0.13500,76,8,0.934175,0.938344,0.879285,0.593433
0.200,0.13500,76,9,0.938140,0.931628,0.873111,0.544025
0.200,0.13500,76,10,0.935545,0.934584,0.875638,0.545381
0.200,0.13500,76,11,0.931411,0.939316,0.871007,0.546295
0.200,0.13500,76,12,0.932538,0.936423,0.870339,0.561918
0.200,0.13500,76,13,0.932920,0.939209,0.879565,0.565335
0.200,0.13500,76,14,0.930584,0.938528,0.870876,0.537233
0.200,0.13500,76,15,0.933407,0.936350,0.871581,0.550574
0.200,0.13500,76,16,0.932149,0.934405,0.869756,0.535817
0.200,0.13500,76,17,0.939209,0.936923,0.881431,0.548091
0.200,0.13500,76,18,0.937231,0.938478,0.879408,0.548235
0.200,0.13500,76,19,0.935413,0.935805,0.873420,0.548981
0.200,0.13500,76,20,0.931961,0.933272,0.875978,0.544923
0.200,0.13500,76,21,0.933853,0.931176,0.872832,0.552061
0.200,0.13500,76,22,0.938663,0.936054,0.873110,0.574060
0.200,0.13500,76,23,0.934218,0.933717,0.873778,0.538610
0.200,0.13500,76,24,0.938027,0.933877,0.879345,0.548542
0.200,0.13500,76,25,0.934221,0.936611,0.868434,0.535974
0.200,0.13500,76,26,0.935699,0.936759,0.881657,0.544144
0.200,0.13500,76,27,0.936605,0.935781,0.870669,0.558036
0.200,0.13500,76,28,0.933398,0.936444,0.874553,0.556994
0.200,0.13500,76,29,0.933203,0.933789,0.874804,0.540732
0.200,0.13500,76,30,0.936369,0.935950,0.875439,0.542384
0.200,0.13500,76,31,0.937141,0.934870,0.877917,0.542841
0.200,0.13500,76,32,0.935480,0.936577,0.876106,0.555843
0.200,0.14500,76,1,0.927670,0.931827,0.869410,0.538557
0.200,0.14500,76,2,0.932845,0.932762,0.870089,0.583687
0.200,0.14500,76,3,0.931664,0.933761,0.870691,0.545156
0.200,0.14500,76,4,0.935166,0.930108,0.871568,0.546548
0.200,0.14500,76,5,0.929637,0.928027,0.860548,0.539433
0.200,0.14500,76,6,0.935948,0.932677,0.868055,0.547388
0.200,0.14500,76,7,0.932861,0.931471,0.873491,0.543724
0.200,0.14500,76,8,0.932821,0.934835,0.869457,0.604627
0.200,0.14500,76,9,0.927759,0.931617,0.864320,0.541123
0.200,0.14500,76,10,0.931629,0.929143,0.865910,0.546052
0.200,0.14500,76,11,0.932610,0.928586,0.873705,0.551086
0.200,0.14500,76,12,0.931032,0.932307,0.872265,0.553801
0.200,0.14500,76,13,0.931109,0.929160,0.864567,0.556458
0.200,0.14500,76,14,0.930068,0.927824,0.864875,0.542966
0.200,0.14500,76,15,0.929947,0.930129,0.867585,0.554965
0.200,0.14500,76,16,0.929782,0.928136,0.859988,0.538119
0.200,0.14500,76,17,0.928847,0.928654,0.861266,0.557065
0.200,0.14500,76,18,0.928854,0.929788,0.859875,0.539015
0.200,0.14500,76,19,0.929019,0.930867,0.861756,0.545601
0.200,0.14500,76,20,0.936119,0.929676,0.873809,0.546050
0.200,0.14500,76,21,0.928786,0.928979,0.867138,0.554305
0.200,0.14500,76,22,0.930720,0.931495,0.868541,0.557389
0.200,0.14500,76,23,0.934017,0.929477,0.867616,0.540830
0.200,0.14500,76,24,0.927639,0.933749,0.866078,0.545320
0.200,0.14500,76,25,0.935290,0.929122,0.868396,0.537312
0.200,0.14500,76,26,0.927709,0.929665,0.861746,0.543463
0.200,0.14500,76,27,0.931068,0.932762,0.866552,0.551130
0.200,0.14500,76,28,0.932629,0.931395,0.866185,0.558241
0.200,0.14500,76,29,0.933676,0.937760,0.876278,0.539597
0.200,0.14500,76,30,0.932812,0.935121,0.868929,0.539095
0.200,0.14500,76,31,0.931337,0.929502,0.864902,0.537194
0.200,0.14500,76,32,0.928129,0.936276,0.872139,0.555822
0.200,0.15500,76,1,0.928998,0.923635,0.856256,0.541759
0.200,0.15500,76,2,0.931902,0.929372,0.865458,0.577384
0.200,0.15500,76,3,0.925555,0.925833,0.853053,0.538532
0.200,0.15500,76,4,0.927248,0.925601,0.861528,0.541557
0.200,0.15500,76,5,0.925067,0.924107,0.850409,0.540308
0.200,0.15500,76,6,0.926431,0.928381,0.863704,0.548494
0.200,0.15500,76,7,0.923455,0.925470,0.855153,0.541883
0.200,0.15500,76,8,0.926076,0.923561,0.851923,0.594067
0.200,0.15500,76,9,0.924550,0.927653,0.858584,0.547397
0.200,0.15500,76,10,0.926752,0.925877,0.857852,0.544379
0.200,0.15500,76,11,0.927580,0.922269,0.860992,0.545627
0.200,0.15500,76,12,0.924417,0.925833,0.856257,0.556041
0.200,0.15500,76,13,0.925075,0.927324,0.859110,0.557478
0.200,0.15500,76,14,0.918911,0.924827,0.850771,0.540856
0.200,0.15500,76,15,0.929528,0.933401,0.866127,0.557099
0.200,0.15500,76,16,0.924469,0.927863,0.861123,0.545880
0.200,0.15500,76,17,0.930355,0.930579,0.862815,0.541284
0.200,0.15500,76,18,0.929086,0.924265,0.865284,0.551126
0.200,0.15500,76,19,0.929279,0.924695,0.859858,0.543788
0.200,0.15500,76,20,0.923933,0.929197,0.855578,0.547582
0.200,0.15500,76,21,0.926188,0.925454,0.854004,0.546608
0.200,0.15500,76,22,0.925846,0.926106,0.853130,0.568602
0.200,0.15500,76,23,0.928479,0.925598,0.857091,0.546722
0.200,0.15500,76,24,0.925806,0.925734,0.855933,0.548579
0.200,0.15500,76,25,0.928736,0.924517,0.861368,0.536007
0.200,0.15500,76,26,0.927144,0.927252,0.856946,0.545704
0.200,0.15500,76,27,0.927544,0.928474,0.861760,0.552235
0.200,0.15500,76,28,0.926498,0.929315,0.860595,0.543836
0.200,0.15500,76,29,0.925792,0.925703,0.860585,0.545110
0.200,0.15500,76,30,0.929627,0.926801,0.862596,0.538758
0.200,0.15500,76,31,0.925334,0.932504,0.856087,0.547551
0.200,0.15500,76,32,0.929355,0.928669,0.859067,0.554138
0.200,0.16500,76,1,0.922842,0.923656,0.852050,0.545412
0.200,0.16500,76,2,0.924558,0.924166,0.855184,0.587156
0.200,0.16500,76,3,0.920397,0.926126,0.848065,0.546628
0.200,0.16500,76,4,0.920594,0.919514,0.844783,0.542741
0.200,0.16500,76,5,0.921765,0.921276,0.849561,0.540681
0.200,0.16500,76,6,0.924257,0.919312,0.852054,0.546076
0.200,0.16500,76,7,0.924690,0.925679,0.857353,0.543555
0.200,0.16500,76,8,0.915944,0.919992,0.841338,0.592055
0.200,0.16500,76,9,0.920578,0.921270,0.846512,0.541757
0.200,0.16500,76,10,0.922659,0.919155,0.847289,0.538017
0.200,0.16500,76,11,0.923243,0.925764,0.853891,0.545105
0.200,0.16500,76,12,0.921893,0.927440,0.853923,0.554880
0.200,0.16500,76,13,0.922320,0.919730,0.847374,0.554571
0.200,0.16500,76,14,0.922437,0.922744,0.843137,0.544268
0.200,0.16500,76,15,0.926106,0.924666,0.861230,0.549951
0.200,0.16500,76,16,0.918782,0.920507,0.844977,0.536014
0.200,0.16500,76,17,0.922029,0.920990,0.849290,0.553558
0.200,0.16500,76,18,0.924327,0.922375,0.848466,0.544460
0.200,0.16500,76,19,0.922706,0.918253,0.845889,0.545057
0.200,0.16500,76,20,0.923851,0.920654,0.851266,0.547750
0.200,0.16500,76,21,0.921186,0.923741,0.847031,0.543877
0.200,0.16500,76,22,0.922840,0.925082,0.853058,0.571724
0.200,0.16500,76,23,0.917263,0.924318,0.845992,0.542447
0.200,0.16500,76,24,0.921008,0.922170,0.845218,0.542060
0.200,0.16500,76,25,0.923145,0.923384,0.852253,0.532854
0.200,0.16500,76,26,0.926042,0.922137,0.855661,0.537543
0.200,0.16500,76,27,0.921957,0.922955,0.842966,0.563579
0.200,0.16500,76,28,0.924096,0.922426,0.853883,0.544882
0.200,0.16500,76,29,0.917599,0.922128,0.848191,0.540696
0.200,0.16500,76,30,0.923450,0.922796,0.857737,0.539860
0.200,0.16500,76,31,0.928845,0.919997,0.854203,0.548291
0.200,0.16500,76,32,0.918290,0.922830,0.842428,0.552292
0.200,0.17500,76,1,0.913504,0.918877,0.840092,0.547711
0.200,0.17500,76,2,0.914389,0.921142,0.836959,0.570267
0.200,0.17500,76,3,0.915923,0.915303,0.834993,0.550220
0.200,0.17500,76,4,0.919809,0.915078,0.841703,0.541848
0.200,0.17500,76,5,0.917413,0.920973,0.846070,0.540287
0.200,0.17500,76,6,0.917967,0.919767,0.840437,0.552700
0.200,0.17500,76,7,0.913873,0.914701,0.836375,0.542130
0.200,0.17500,76,8,0.919426,0.915861,0.843818,0.580789
0.200,0.17500,76,9,0.918731,0.916161,0.839260,0.544644
0.200,0.17500,76,10,0.918471,0.909822,0.833274,0.544360
0.200,0.17500,76,11,0.914454,0.913838,0.836670,0.548275
0.200,0.17500,76,12,0.918152,0.915545,0.841837,0.555322
0.200,0.17500,76,13,0.915034,0.915394,0.842213,0.558745
0.200,0.17500,76,14,0.915647,0.919205,0.841173,0.539046
0.200,0.17500,76,15,0.921582,0.919369,0.844901,0.552838
0.200,0.17500,76,16,0.916764,0.915026,0.834313,0.540412
0.200,0.17500,76,17,0.915121,0.915333,0.835912,0.550825
0.200,0.17500,76,18,0.917646,0.918046,0.844284,0.544410
0.200,0.17500,76,19,0.913959,0.916218,0.836948,0.543010
0.200,0.17500,76,20,0.917311,0.911378,0.833943,0.546403
0.200,0.17500,76,21,0.914683,0.920010,0.844460,0.548316
0.200,0.17500,76,22,0.913891,0.920272,0.843200,0.558702
0.200,0.17500,76,23,0.916860,0.912611,0.839969,0.541979
0.200,0.17500,76,24,0.918294,0.917812,0.843754,0.547963
0.200,0.17500,76,25,0.916901,0.913936,0.836459,0.536409
0.200,0.17500,76,26,0.914591,0.913423,0.836303,0.544188
0.200,0.17500,76,27,0.920259,0.913876,0.840851,0.560520
0.200,0.17500,76,28,0.911732,0.912467,0.829492,0.544107
0.200,0.17500,76,29,0.921866,0.918563,0.846582,0.541501
0.200,0.17500,76,30,0.916344,0.915785,0.843155,0.535930
0.200,0.17500,76,31,0.919203,0.920297,0.845499,0.541639
0.200,0.17500,76,32,0.919187,0.915634,0.837157,0.557347
0.200,0.18500,76,1,0.914158,0.912970,0.830996,0.542307
0.200,0.18500,76,2,0.907866,0.912203,0.828695,0.564930
0.200,0.18500,76,3,0.905556,0.911359,0.826177,0.547998
0.200,0.18500,76,4,0.906681,0.911029,0.825925,0.543818
0.200,0.18500,76,5,0.909429,0.918947,0.839001,0.542369
0.200,0.18500,76,6,0.918123,0.908524,0.838709,0.550037
0.200,0.18500,76,7,0.912137,0.915473,0.833564,0.546727
0.200,0.18500,76,8,0.910757,0.911597,0.830271,0.583628
0.200,0.18500,76,9,0.910689,0.911550,0.828544,0.545182
0.200,0.18500,76,10,0.914907,0.913904,0.834351,0.547669
0.200,0.18500,76,11,0.908922,0.905510,0.821755,0.544076
0.200,0.18500,76,12,0.913576,0.915464,0.835903,0.554720
0.200,0.18500,76,13,0.914540,0.911629,0.832538,0.561561
0.200,0.18500,76,14,0.912000,0.911649,0.830171,0.546864
0.200,0.18500,76,15,0.915269,0.908263,0.830725,0.552814
0.200,0.18500,76,16,0.918110,0.917463,0.840424,0.538073
0.200,0.18500,76,17,0.911148,0.907691,0.827988,0.542872
0.200,0.18500,76,18,0.915883,0.908708,0.830922,0.543246
0.200,0.18500,76,19,0.912616,0.913763,0.832620,0.546161
0.200,0.18500,76,20,0.908140,0.912118,0.833233,0.547573
0.200,0.18500,76,21,0.917242,0.909068,0.836000,0.547393
0.200,0.18500,76,22,0.908760,0.908358,0.822848,0.558047
0.200,0.18500,76,23,0.915178,0.911982,0.834655,0.543052
0.200,0.18500,76,24,0.912529,0.910271,0.829395,0.544047
0.200,0.18500,76,25,0.909620,0.916927,0.839503,0.542825
0.200,0.18500,76,26,0.914403,0.907083,0.830278,0.548090
0.200,0.18500,76,27,0.921040,0.911542,0.849404,0.554882
0.200,0.18500,76,28,0.911919,0.915403,0.838656,0.557190
0.200,0.18500,76,29,0.912318,0.917086,0.839738,0.545016
0.200,0.18500,76,30,0.911020,0.912276,0.833772,0.535348
0.200,0.18500,76,31,0.910684,0.913503,0.836081,0.539070
0.200,0.18500,76,32,0.910395,0.913038,0.830816,0.551311
0.200,0.19500,76,1,0.909613,0.906761,0.826355,0.546080
0.200,0.19500,76,2,0.910048,0.909031,0.822834,0.579850
0.200,0.19500,76,3,0.907374,0.913079,0.826503,0.547168
0.200,0.19500,76,4,0.906536,0.904996,0.816785,0.544018
0.200,0.19500,76,5,0.903543,0.908381,0.820893,0.542262
0.200,0.19500,76,6,0.911133,0.907087,0.827225,0.546701
0.200,0.19500,76,7,0.907444,0.911503,0.825333,0.546153
0.200,0.19500,76,8,0.913324,0.904004,0.824032,0.592019
0.200,0.19500,76,9,0.912304,0.907470,0.825300,0.546065
0.200,0.19500,76,10,0.911662,0.904936,0.819855,0.543405
0.200,0.19500,76,11,0.908584,0.910093,0.826408,0.548937
0.200,0.19500,76,12,0.917589,0.916574,0.837355,0.554459
0.200,0.19500,76,13,0.908601,0.906650,0.826518,0.559463
0.200,0.19500,76,14,0.912485,0.904557,0.824999,0.536556
0.200,0.19500,76,15,0.907972,0.904123,0.823762,0.551460
0.200,0.19500,76,16,0.910483,0.912608,0.828083,0.540651
0.200,0.19500,76,17,0.908383,0.904483,0.817794,0.552365
0.200,0.19500,76,18,0.906850,0.900215,0.815961,0.547748
0.200,0.19500,76,19,0.906368,0.903981,0.821534,0.542965
0.200,0.19500,76,20,0.909814,0.911360,0.832607,0.544447
0.200,0.19500,76,21,0.904590,0.903553,0.815081,0.548640
0.200,0.19500,76,22,0.908992,0.907962,0.826301,0.559896
0.200,0.19500,76,23,0.908924,0.905256,0.826548,0.545671
0.200,0.19500,76,24,0.901446,0.910373,0.817504,0.548424
0.200,0.19500,76,25,0.906846,0.909908,0.826852,0.537858
0.200,0.19500,76,26,0.908235,0.909016,0.822345,0.549528
0.200,0.19500,76,27,0.908819,0.910291,0.828963,0.551551
0.200,0.19500,76,28,0.911459,0.905617,0.828603,0.554735
0.200,0.19500,76,29,0.907663,0.910607,0.828311,0.545085
0.200,0.19500,76,30,0.913163,0.908910,0.834803,0.533821
0.200,0.19500,76,31,0.909961,0.906366,0.829788,0.540720
0.200,0.19500,76,32,0.910175,0.914536,0.834475,0.550953
0.200,0.20500,76,1,0.904041,0.904632,0.815833,0.549001
0.200,0.20500,76,2,0.894759,0.901671,0.812322,0.579235
0.200,0.20500,76,3,0.905301,0.903135,0.817981,0.549673
0.200,0.20500,76,4,0.902151,0.902109,0.814781,0.542845
0.200,0.20500,76,5,0.903315,0.900879,0.811506,0.539610
0.200,0.20500,76,6,0.903027,0.906837,0.823026,0.549900
0.200,0.20500,76,7,0.905277,0.904192,0.819811,0.543234
0.200,0.20500,76,8,0.906025,0.908078,0.823092,0.599046
0.200,0.20500,76,9,0.898450,0.903451,0.815259,0.544059
0.200,0.20500,76,10,0.905135,0.902249,0.817615,0.543309
0.200,0.20500,76,11,0.899250,0.906439,0.807634,0.539614
0.200,0.20500,76,12,0.895829,0.906152,0.809707,0.557251
0.200,0.20500,76,13,0.903452,0.900706,0.817428,0.557419
0.200,0.20500,76,14,0.901218,0.907132,0.825799,0.542948
0.200,0.20500,76,15,0.901015,0.902889,0.809194,0.547332
0.200,0.20500,76,16,0.903382,0.907711,0.819053,0.541013
0.200,0.20500,76,17,0.904718,0.901433,0.807893,0.548938
0.200,0.20500,76,18,0.904396,0.904695,0.822894,0.542327
0.200,0.20500,76,19,0.911308,0.903444,0.825925,0.548386
0.200,0.20500,76,20,0.905154,0.906959,0.820862,0.543471
0.200,0.20500,76,21,0.906038,0.902622,0.815514,0.548037
0.200,0.20500,76,22,0.905877,0.903324,0.814282,0.555785
0.200,0.20500,76,23,0.904123,0.905510,0.817476,0.545894
0.200,0.20500,76,24,0.904180,0.902423,0.813618,0.548248
0.200,0.20500,76,25,0.900680,0.904469,0.811151,0.537536
0.200,0.20500,76,26,0.897597,0.902547,0.809463,0.541878
0.200,0.20500,76,27,0.905357,0.900126,0.808588,0.556329
0.200,0.20500,76,28,0.905751,0.901889,0.823523,0.551229
0.200,0.20500,76,29,0.903134,0.903039,0.818434,0.547201
0.200,0.20500,76,30,0.904962,0.903087,0.813183,0.537816
0.200,0.20500,76,31,0.902879,0.905855,0.819785,0.545517
0.200,0.20500,76,32,0.900494,0.907538,0.816929,0.544660
0.200,0.21500,76,1,0.896381,0.902439,0.808450,0.545531
0.200,0.21500,76,2,0.900767,0.900320,0.809018,0.571972
0.200,0.21500,76,3,0.894323,0.900961,0.800857,0.547503
0.200,0.21500,76,4,0.897736,0.903457,0.815929,0.543138
0.200,0.21500,76,5,0.898272,0.892379,0.803590,0.539634
0.200,0.21500,76,6,0.896456,0.896484,0.801955,0.548125
0.200,0.21500,76,7,0.897793,0.896501,0.801756,0.544521
0.200,0.21500,76,8,0.897620,0.899831,0.808291,0.593861
0.200,0.21500,76,9,0.900510,0.894390,0.806590,0.547028
0.200,0.21500,76,10,0.897445,0.901082,0.808130,0.543977
0.200,0.21500,76,11,0.898531,0.901475,0.809967,0.550205
0.200,0.21500,76,12,0.897864,0.900597,0.808917,0.557519
0.200,0.21500,76,13,0.900223,0.898804,0.808253,0.555290
0.200,0.21500,76,14,0.896778,0.900198,0.809117,0.540897
0.200,0.21500,76,15,0.900505,0.893950,0.802983,0.558383
0.200,0.21500,76,16,0.900959,0.898192,0.813864,0.537919
0.200,0.21500,76,17,0.895454,0.904704,0.813915,0.550044
0.200,0.21500,76,18,0.899104,0.897408,0.804631,0.545578
0.200,0.21500,76,19,0.899183,0.898688,0.810571,0.547856
0.200,0.21500,76,20,0.895193,0.900797,0.807716,0.545041
0.200,0.21500,76,21,0.900112,0.899079,0.808234,0.548674
0.200,0.21500,76,22,0.903073,0.901994,0.814161,0.555112
0.200,0.21500,76,23,0.897241,0.903654,0.811783,0.544256
0.200,0.21500,76,24,0.903806,0.894591,0.806800,0.545687
0.200,0.21500,76,25,0.897487,0.903521,0.809692,0.541380
0.200,0.21500,76,26,0.897284,0.898075,0.801780,0.538876
0.200,0.21500,76,27,0.900804,0.898501,0.807550,0.553969
0.200,0.21500,76,28,0.898082,0.897851,0.810643,0.543970
0.200,0.21500,76,29,0.899857,0.902041,0.811846,0.543025
0.200,0.21500,76,30,0.899817,0.895209,0.806008,0.538949
0.200,0.21500,76,31,0.904346,0.903385,0.818919,0.541706
0.200,0.21500,76,32,0.899207,0.902503,0.810948,0.554832
0.200,0.22500,76,1,0.901439,0.901077,0.808041,0.545579
0.200,0.22500,76,2,0.890157,0.894400,0.796230,0.565840
0.200,0.22500,76,3,0.895078,0.889935,0.793679,0.550381
0.200,0.22500,76,4,0.897192,0.896035,0.800847,0.545397
0.200,0.22500,76,5,0.897687,0.891566,0.802230,0.541844
0.200,0.22500,76,6,0.899760,0.890242,0.802488,0.547522
0.200,0.22500,76,7,0.894359,0.889006,0.794104,0.547602
0.200,0.22500,76,8,0.889372,0.886570,0.787116,0.579792
0.200,0.22500,76,9,0.892949,0.894434,0.802015,0.546461
0.200,0.22500,76,10,0.894064,0.894354,0.797202,0.548682
0.200,0.22500,76,11,0.892870,0.898003,0.799995,0.541680
0.200,0.22500,76,12,0.897135,0.887649,0.802367,0.551688
0.200,0.22500,76,13,0.901561,0.896432,0.803717,0.554497
0.200,0.22500,76,14,0.896645,0.897459,0.804664,0.542148
0.200,0.22500,76,15,0.900240,0.893371,0.813235,0.551625
0.200,0.22500,76,16,0.893636,0.892212,0.795055,0.540876
0.200,0.22500,76,17,0.898832,0.895466,0.802903,0.552566
0.200,0.22500,76,18,0.894393,0.899847,0.805870,0.545150
0.200,0.22500,76,19,0.897274,0.893743,0.799262,0.542609
0.200,0.22500,76,20,0.891115,0.891086,0.795714,0.547849
0.200,0.22500,76,21,0.895351,0.893009,0.800821,0.550693
0.200,0.22500,76,22,0.900153,0.894552,0.807933,0.549923
0.200,0.22500,76,23,0.895373,0.891462,0.799994,0.542445
0.200,0.22500,76,24,0.895800,0.895691,0.804542,0.548946
0.200,0.22500,76,25,0.894430,0.896784,0.799429,0.537119
0.200,0.22500,76,26,0.899939,0.899976,0.809783,0.546503
0.200,0.22500,76,27,0.891489,0.899622,0.804395,0.551534
0.200,0.22500,76,28,0.896493,0.893877,0.809621,0.550524
0.200,0.22500,76,29,0.896808,0.894213,0.803535,0.548983
0.200,0.22500,76,30,0.891902,0.895544,0.802765,0.539832
0.200,0.22500,76,31,0.892839,0.893138,0.800988,0.544408
0.200,0.22500,76,32,0.899209,0.888254,0.796740,0.551145
0.200,0.23500,76,1,0.896750,0.894800,0.803639,0.541373
0.200,0.23500,76,2,0.895446,0.891137,0.799632,0.574790
0.200,0.23500,76,3,0.891979,0.892441,0.789642,0.547926
0.200,0.23500,76,4,0.886414,0.890342,0.793631,0.544389
0.200,0.23500,76,5,0.893040,0.890722,0.792167,0.539543
0.200,0.23500,76,6,0.891362,0.892031,0.798216,0.543664
0.200,0.23500,76,7,0.888066,0.890019,0.788175,0.544411
0.200,0.23500,76,8,0.894015,0.895096,0.806081,0.575167
0.200,0.23500,76,9,0.886979,0.892917,0.794362,0.553146
0.200,0.23500,76,10,0.889457,0.884071,0.786333,0.545475
0.200,0.23500,76,11,0.891106,0.894452,0.794387,0.551891
0.200,0.23500,76,12,0.896899,0.891577,0.798955,0.558670
0.200,0.23500,76,13,0.889009,0.892340,0.795057,0.556387
0.200,0.23500,76,14,0.891315,0.890718,0.790450,0.542794
0.200,0.23500,76,15,0.896042,0.895857,0.802967,0.547667
0.200,0.23500,76,16,0.891552,0.888041,0.790774,0.543108
0.200,0.23500,76,17,0.888059,0.890951,0.784078,0.554592
0.200,0.23500,76,18,0.889613,0.893462,0.794306,0.548525
0.200,0.23500,76,19,0.889323,0.895867,0.801967,0.544626
0.200,0.23500,76,20,0.883961,0.892897,0.788352,0.546059
0.200,0.23500,76,21,0.891061,0.889725,0.790070,0.545828
0.200,0.23500,76,22,0.891146,0.893740,0.792397,0.556120
0.200,0.23500,76,23,0.888951,0.889171,0.785587,0.546558
0.200,0.23500,76,24,0.891609,0.889964,0.795850,0.543774
0.200,0.23500,76,25,0.893217,0.894189,0.799962,0.539244
0.200,0.23500,76,26,0.886487,0.887433,0.793415,0.539503
0.200,0.23500,76,27,0.893006,0.892315,0.804198,0.554663
0.200,0.23500,76,28,0.894242,0.891942,0.794923,0.545629
0.200,0.23500,76,29,0.895788,0.888584,0.792702,0.545305
0.200,0.23500,76,30,0.889357,0.890233,0.787024,0.541984
0.200,0.23500,76,31,0.890465,0.888381,0.788458,0.543469
0.200,0.23500,76,32,0.892121,0.891016,0.797936,0.554096
0.200,0.24500,76,1,0.891817,0.883059,0.787098,0.543548
0.200,0.24500,76,2,0.887891,0.882400,0.780704,0.565285
0.200,0.24500,76,3,0.887875,0.883406,0.785004,0.544939
0.200,0.24500,76,4,0.884880,0.881426,0.782225,0.545445
0.200,0.24500,76,5,0.888679,0.885942,0.791601,0.541572
0.200,0.24500,76,6,0.892960,0.883388,0.786359,0.546360
0.200,0.24500,76,7,0.883720,0.884796,0.787056,0.549160
0.200,0.24500,76,8,0.883610,0.890436,0.783835,0.576945
0.200,0.24500,76,9,0.887066,0.882013,0.786765,0.541004
0.200,0.24500,76,10,0.887107,0.884207,0.786574,0.547200
0.200,0.24500,76,11,0.891379,0.889317,0.790473,0.544905
0.200,0.24500,76,12,0.885846,0.877025,0.780624,0.553175
0.200,0.24500,76,13,0.888473,0.888395,0.786070,0.553070
0.200,0.24500,76,14,0.885393,0.887880,0.784351,0.545222
0.200,0.24500,76,15,0.889053,0.884425,0.787927,0.552512
0.200,0.24500,76,16,0.888773,0.889307,0.786636,0.546115
0.200,0.24500,76,17,0.886706,0.888556,0.786723,0.553586
0.200,0.24500,76,18,0.890889,0.890479,0.790461,0.551768
0.200,0.24500,76,19,0.886386,0.887279,0.787458,0.546318
0.200,0.24500,76,20,0.886699,0.882948,0.782978,0.543798
0.200,0.24500,76,21,0.882865,0.881135,0.766065,0.552629
0.200,0.24500,76,22,0.889804,0.880790,0.781526,0.555053
0.200,0.24500,76,23,0.888120,0.886868,0.790472,0.544130
0.200,0.24500,76,24,0.889815,0.893534,0.790722,0.544090
0.200,0.24500,76,25,0.881249,0.881271,0.780352,0.547669
0.200,0.24500,76,26,0.887797,0.886141,0.787456,0.546075
0.200,0.24500,76,27,0.884169,0.886943,0.782211,0.551779
0.200,0.24500,76,28,0.884783,0.882059,0.780149,0.547869
0.200,0.24500,76,29,0.885931,0.884061,0.781732,0.542689
0.200,0.24500,76,30,0.878866,0.889503,0.781369,0.544150
0.200,0.24500,76,31,0.879081,0.893748,0.789730,0.544095
0.200,0.24500,76,32,0.887334,0.884543,0.777015,0.554186
0.200,0.25500,76,1,0.883690,0.883452,0.783170,0.545129
0.200,0.25500,76,2,0.883820,0.881084,0.783209,0.572828
0.200,0.25500,76,3,0.880849,0.883943,0.774189,0.545104
0.200,0.25500,76,4,0.881685,0.887447,0.780912,0.544840
0.200,0.25500,76,5,0.883356,0.887697,0.785429,0.543221
0.200,0.25500,76,6,0.882584,0.884744,0.787331,0.548190
0.200,0.25500,76,7,0.883022,0.876718,0.775454,0.545319
